"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"10",1689017091949,"10/07/2023 19:24:51",1689020691949,1,"10/07/2023 21:24:51",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",21294.962,21280.579,21294.962,21294.962,21280.579,21294.962,1,21294.962,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM84507"
"11",1689017091952,"10/07/2023 19:24:51",1689020691952,1,"10/07/2023 21:24:51",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",6799.143,21280.579,21297.252,6799.143,21280.579,21297.252,1,6799.143,14498.109,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM84507"
"12",1689017091953,"10/07/2023 19:24:51",1689020691953,1,"10/07/2023 21:24:51",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",16681.164,21280.579,21297.252,16681.164,21280.579,21297.252,1,16681.164,4616.088,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM84507"
"13",1689017091953,"10/07/2023 19:24:51",1689020691953,1,"10/07/2023 21:24:51",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",19847.416,21280.579,21297.252,19847.416,21280.579,21297.252,1,19847.416,1449.836,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM84507"
"14",1689017091958,"10/07/2023 19:24:51",1689020691958,1,"10/07/2023 21:24:51",137495,33,"questionnaire-uu2n",NA,30602683,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM84507"
"1",1689022573695,"10/07/2023 20:56:13",1689026173695,1,"10/07/2023 22:56:13",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM16544"
"2",1689022645624,"10/07/2023 20:57:25",1689026245624,1,"10/07/2023 22:57:25",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",72502.5,72488.12,72502.5,72502.5,72488.12,72502.5,1,72502.5,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM16544"
"3",1689022645628,"10/07/2023 20:57:25",1689026245628,1,"10/07/2023 22:57:25",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",35559.145,72488.12,72504.79,35559.145,72488.12,72504.79,1,35559.145,36945.645,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM16544"
"4",1689022645628,"10/07/2023 20:57:25",1689026245628,1,"10/07/2023 22:57:25",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",51456.971,72488.12,72504.79,51456.971,72488.12,72504.79,1,51456.971,21047.819,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM16544"
"5",1689022645629,"10/07/2023 20:57:25",1689026245629,1,"10/07/2023 22:57:25",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",69921.75,72488.12,72504.79,69921.75,72488.12,72504.79,1,69921.75,2583.03999999999,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM16544"
"6",1689022692227,"10/07/2023 20:58:12",1689026292227,1,"10/07/2023 22:58:12",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",46617.1800001907,46610.717,46617.1800001907,46617.1800001907,46610.717,46617.1800001907,1,46617.1800001907,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM16544"
"7",1689022692231,"10/07/2023 20:58:12",1689026292231,1,"10/07/2023 22:58:12",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",9715.59400000001,46610.717,46621.38,9715.59400000001,46610.717,46621.38,1,9715.59400000001,36905.786,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM16544"
"8",1689022692231,"10/07/2023 20:58:12",1689026292231,1,"10/07/2023 22:58:12",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",19014.026,46610.717,46621.7800000954,19014.026,46610.717,46621.7800000954,1,19014.026,27607.7540000954,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM16544"
"9",1689022692231,"10/07/2023 20:58:12",1689026292231,1,"10/07/2023 22:58:12",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",45427.534,46610.717,46622.0800002861,45427.534,46610.717,46622.0800002861,1,45427.534,1194.54600028611,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM16544"
"10",1689022740760,"10/07/2023 20:59:00",1689026340760,1,"10/07/2023 22:59:00",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",48539.5630000954,48527.905,48539.5630000954,48539.5630000954,48527.905,48539.5630000954,1,48539.5630000954,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM16544"
"11",1689022740762,"10/07/2023 20:59:00",1689026340762,1,"10/07/2023 22:59:00",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",23230.537,48527.905,48541.663,23230.537,48527.905,48541.663,1,23230.537,25311.126,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM16544"
"12",1689022740762,"10/07/2023 20:59:00",1689026340762,1,"10/07/2023 22:59:00",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",33913.121,48527.905,48542.0630000954,33913.121,48527.905,48542.0630000954,1,33913.121,14628.9420000954,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM16544"
"13",1689022740762,"10/07/2023 20:59:00",1689026340762,1,"10/07/2023 22:59:00",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",43611.758,48527.905,48542.2630003815,43611.758,48527.905,48542.2630003815,1,43611.758,4930.50500038147,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM16544"
"14",1689022740765,"10/07/2023 20:59:00",1689026340765,1,"10/07/2023 22:59:00",137495,33,"questionnaire-uu2n",NA,30603843,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1434x696",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM16544"
