"Trial.Number","Random_ID","Mood","Anxiety","fdbk","SubjPE","PE","Certainty_Rating","m_hist","Prediction","pilot_nr","pilot_details"
1,"SUPPRF97792",18,91,8,-24,-12,74,20,32,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
2,"SUPPRF97792",38,56,58,9,12,77,46,49,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
3,"SUPPRF97792",50,47,54,-3,0,83,54,57,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
4,"SUPPRF97792",63,35,71,8,0,84,71,63,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
5,"SUPPRF97792",36,59,70,10,-1,75,71,60,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
6,"SUPPRF97792",67,29,35,16,15,59,20,19,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
7,"SUPPRF97792",70,20,61,0,24,79,37,61,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
8,"SUPPRF97792",52,47,55,-15,-16,81,71,70,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
9,"SUPPRF97792",60,33,83,24,12,76,71,59,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
10,"SUPPRF97792",40,56,33,-19,-13,68,46,52,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
11,"SUPPRF97792",65,25,46,-22,17,76,29,68,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
12,"SUPPRF97792",54,40,63,3,0,70,63,60,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
13,"SUPPRF97792",28,68,50,-25,-13,70,63,75,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
14,"SUPPRF97792",64,44,19,-44,-1,82,20,63,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
15,"SUPPRF97792",62,38,56,-9,-15,80,71,65,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
16,"SUPPRF97792",36,54,58,-9,29,83,29,67,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
17,"SUPPRF97792",54,50,49,-15,12,74,37,64,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
18,"SUPPRF97792",77,32,62,2,-1,70,63,60,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
19,"SUPPRF97792",67,30,77,12,14,71,63,65,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
20,"SUPPRF97792",67,25,66,0,12,67,54,66,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
21,"SUPPRF97792",62,46,55,-9,1,71,54,64,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
22,"SUPPRF97792",32,64,38,-30,1,73,37,68,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
23,"SUPPRF97792",0,90,34,-34,-12,74,46,68,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
24,"SUPPRF97792",78,21,81,-19,1,89,80,100,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
25,"SUPPRF97792",80,18,88,18,25,69,63,70,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
26,"SUPPRF97792",0,96,37,-35,0,77,37,72,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
27,"SUPPRF97792",0,100,68,-21,-12,100,80,89,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
28,"SUPPRF97792",29,82,80,-20,0,100,80,100,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
29,"SUPPRF97792",89,11,94,23,23,81,71,71,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
30,"SUPPRF97792",0,100,22,-53,-15,83,37,75,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
31,"SUPPRF97792",0,100,47,-22,27,86,20,69,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
32,"SUPPRF97792",59,41,78,7,24,85,54,71,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
33,"SUPPRF97792",36,63,41,-25,-13,79,54,66,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
34,"SUPPRF97792",14,81,46,-22,0,78,46,68,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
35,"SUPPRF97792",91,8,100,32,20,87,80,68,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
36,"SUPPRF97792",64,36,15,-60,-14,100,29,75,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
37,"SUPPRF97792",18,80,28,-6,-1,70,29,34,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
38,"SUPPRF97792",75,17,75,15,29,75,46,60,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
39,"SUPPRF97792",0,100,24,-40,-13,83,37,64,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
40,"SUPPRF97792",0,100,29,-47,0,87,29,76,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
41,"SUPPRF97792",0,100,6,-74,-14,91,20,80,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
42,"SUPPRF97792",14,85,45,-24,-1,89,46,69,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
43,"SUPPRF97792",10,84,67,-14,-13,91,80,81,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
44,"SUPPRF97792",0,98,16,-75,-13,94,29,91,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
45,"SUPPRF97792",0,100,38,-31,-16,78,54,69,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
46,"SUPPRF97792",56,8,47,-20,-16,83,63,67,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
47,"SUPPRF97792",98,0,96,22,16,87,80,74,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
48,"SUPPRF97792",22,21,20,-54,0,85,20,74,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
1,"SUPPRF09619",68,74,54,-21,0,81,54,75,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
2,"SUPPRF09619",76,57,77,13,14,64,63,64,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
3,"SUPPRF09619",70,53,80,26,0,65,80,54,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
4,"SUPPRF09619",69,78,75,2,29,63,46,73,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
5,"SUPPRF09619",59,63,47,9,27,82,20,38,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
6,"SUPPRF09619",64,80,88,-10,25,77,63,98,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
7,"SUPPRF09619",72,69,81,2,1,85,80,79,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
8,"SUPPRF09619",24,36,15,-76,-14,74,29,91,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
9,"SUPPRF09619",82,82,46,-22,0,88,46,68,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
10,"SUPPRF09619",71,74,38,0,-16,56,54,38,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
11,"SUPPRF09619",69,80,67,-8,-13,69,80,75,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
12,"SUPPRF09619",74,81,49,-30,12,86,37,79,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
13,"SUPPRF09619",51,66,24,-47,-13,63,37,71,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
14,"SUPPRF09619",81,96,94,-4,23,83,71,98,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
15,"SUPPRF09619",84,82,45,-43,-1,80,46,88,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
16,"SUPPRF09619",59,62,68,8,-12,57,80,60,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
17,"SUPPRF09619",59,62,56,-34,-15,55,71,90,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
18,"SUPPRF09619",75,97,83,40,12,45,71,43,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
19,"SUPPRF09619",89,88,6,-72,-14,69,20,78,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
20,"SUPPRF09619",69,73,55,-31,1,87,54,86,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
21,"SUPPRF09619",80,63,66,-19,12,79,54,85,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
22,"SUPPRF09619",54,80,33,-52,-13,87,46,85,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
23,"SUPPRF09619",64,58,37,-37,0,69,37,74,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
24,"SUPPRF09619",60,70,28,-36,-1,58,29,64,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
25,"SUPPRF09619",55,48,41,24,-13,35,54,17,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
26,"SUPPRF09619",55,55,46,7,17,46,29,39,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
27,"SUPPRF09619",77,49,55,-36,-16,59,71,91,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
28,"SUPPRF09619",46,34,58,-11,29,76,29,69,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
29,"SUPPRF09619",62,68,70,3,-1,76,71,67,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
30,"SUPPRF09619",55,64,78,3,24,73,54,75,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
31,"SUPPRF09619",57,74,29,-36,0,64,29,65,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
32,"SUPPRF09619",75,71,63,-1,0,70,63,64,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
33,"SUPPRF09619",75,55,100,37,20,65,80,63,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
34,"SUPPRF09619",44,51,8,-15,-12,53,20,23,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
35,"SUPPRF09619",63,74,71,-18,0,84,71,89,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
36,"SUPPRF09619",69,60,20,-39,0,54,20,59,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
37,"SUPPRF09619",80,81,35,-64,15,85,20,99,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
38,"SUPPRF09619",76,74,34,-61,-12,57,46,95,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
39,"SUPPRF09619",63,65,62,-32,-1,52,63,94,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
40,"SUPPRF09619",51,79,38,-42,1,60,37,80,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
41,"SUPPRF09619",64,71,50,-33,-13,82,63,83,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
42,"SUPPRF09619",58,60,61,4,24,69,37,57,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
43,"SUPPRF09619",66,83,96,7,16,80,80,89,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
44,"SUPPRF09619",47,70,47,-50,-16,58,63,97,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
45,"SUPPRF09619",62,68,58,-28,12,57,46,86,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
46,"SUPPRF09619",77,41,22,-48,-15,74,37,70,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
47,"SUPPRF09619",76,74,19,-73,-1,57,20,92,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
48,"SUPPRF09619",52,51,16,-69,-13,85,29,85,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
1,"SUPPRF96614",35,74,67,28,-13,70,80,39,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
2,"SUPPRF96614",39,68,16,-17,-13,41,29,33,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
3,"SUPPRF96614",64,43,55,-6,1,54,54,61,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
4,"SUPPRF96614",67,19,58,11,12,36,46,47,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
5,"SUPPRF96614",55,28,20,-16,0,43,20,36,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
6,"SUPPRF96614",65,54,55,-8,-16,65,71,63,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
7,"SUPPRF96614",53,56,38,-31,1,51,37,69,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
8,"SUPPRF96614",32,37,34,-29,-12,59,46,63,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
9,"SUPPRF96614",54,55,62,-1,-1,57,63,63,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
10,"SUPPRF96614",57,55,50,-8,-13,56,63,58,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
11,"SUPPRF96614",55,52,38,-18,-16,55,54,56,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
12,"SUPPRF96614",69,38,41,-28,-13,58,54,69,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
13,"SUPPRF96614",33,45,19,-8,-1,61,20,27,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
14,"SUPPRF96614",51,47,61,4,24,61,37,57,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
15,"SUPPRF96614",47,57,81,6,1,57,80,75,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
16,"SUPPRF96614",64,40,78,26,24,35,54,52,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
17,"SUPPRF96614",43,24,47,21,27,47,20,26,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
18,"SUPPRF96614",59,41,75,32,29,46,46,43,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
19,"SUPPRF96614",44,44,22,-33,-15,57,37,55,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
20,"SUPPRF96614",69,53,35,0,15,29,20,35,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
21,"SUPPRF96614",8,28,6,-36,-14,38,20,42,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
22,"SUPPRF96614",51,51,49,11,12,46,37,38,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
23,"SUPPRF96614",62,23,46,-3,17,50,29,49,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
24,"SUPPRF96614",80,17,83,-1,12,58,71,84,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
25,"SUPPRF96614",77,9,77,40,14,34,63,37,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
26,"SUPPRF96614",86,9,46,2,0,78,46,44,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
27,"SUPPRF96614",74,23,63,3,0,41,63,60,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
28,"SUPPRF96614",20,9,28,-15,-1,55,29,43,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
29,"SUPPRF96614",69,16,71,-4,0,72,71,75,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
30,"SUPPRF96614",85,14,58,7,29,39,29,51,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
31,"SUPPRF96614",30,17,56,-15,-15,66,71,71,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
32,"SUPPRF96614",6,19,15,-34,-14,52,29,49,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
33,"SUPPRF96614",80,6,80,31,0,38,80,49,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
34,"SUPPRF96614",51,16,33,-21,-13,39,46,54,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
35,"SUPPRF96614",94,5,96,46,16,48,80,50,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
36,"SUPPRF96614",82,23,68,-20,-12,76,80,88,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
37,"SUPPRF96614",82,9,70,-4,-1,41,71,74,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
38,"SUPPRF96614",74,20,45,0,-1,68,46,45,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
39,"SUPPRF96614",16,20,24,-36,-13,30,37,60,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
40,"SUPPRF96614",73,18,29,1,0,33,29,28,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
41,"SUPPRF96614",8,13,8,-45,-12,49,20,53,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
42,"SUPPRF96614",75,29,66,13,12,49,54,53,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
43,"SUPPRF96614",68,16,47,-12,-16,29,63,59,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
44,"SUPPRF96614",85,13,88,22,25,73,63,66,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
45,"SUPPRF96614",98,3,100,27,20,65,80,73,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
46,"SUPPRF96614",68,2,37,4,0,57,37,33,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
47,"SUPPRF96614",63,13,54,-5,0,35,54,59,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
48,"SUPPRF96614",97,6,94,19,23,20,71,75,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
1,"SUPPRF47214",15,87,37,-5,0,1,37,42,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
2,"SUPPRF47214",37,89,38,-2,-16,1,54,40,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
3,"SUPPRF47214",62,89,63,0,0,1,63,63,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
4,"SUPPRF47214",50,96,55,-14,-16,0,71,69,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
5,"SUPPRF47214",38,96,50,-36,-13,0,63,86,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
6,"SUPPRF47214",28,91,47,3,-16,1,63,44,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
7,"SUPPRF47214",45,95,66,25,12,1,54,41,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
8,"SUPPRF47214",44,94,58,14,12,5,46,44,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
9,"SUPPRF47214",50,96,78,29,24,2,54,49,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
10,"SUPPRF47214",35,96,46,1,0,1,46,45,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
11,"SUPPRF47214",22,95,22,-16,-15,2,37,38,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
12,"SUPPRF47214",61,96,100,63,20,2,80,37,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
13,"SUPPRF47214",50,77,58,32,29,2,29,26,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
14,"SUPPRF47214",40,91,33,7,-13,3,46,26,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
15,"SUPPRF47214",42,84,15,-8,-14,6,29,23,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
16,"SUPPRF47214",41,85,83,59,12,4,71,24,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
17,"SUPPRF47214",47,79,81,41,1,4,80,40,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
18,"SUPPRF47214",47,95,8,3,-12,3,20,5,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
19,"SUPPRF47214",41,76,45,21,-1,4,46,24,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
20,"SUPPRF47214",57,85,80,56,0,3,80,24,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
21,"SUPPRF47214",54,82,41,18,-13,4,54,23,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
22,"SUPPRF47214",57,83,61,40,24,6,37,21,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
23,"SUPPRF47214",64,87,47,39,27,0,20,8,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
24,"SUPPRF47214",47,82,38,-3,1,6,37,41,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
25,"SUPPRF47214",50,82,24,-7,-13,6,37,31,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
26,"SUPPRF47214",53,88,88,65,25,2,63,23,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
27,"SUPPRF47214",50,81,71,50,0,5,71,21,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
28,"SUPPRF47214",52,89,55,36,1,3,54,19,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
29,"SUPPRF47214",45,90,75,57,29,2,46,18,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
30,"SUPPRF47214",45,82,46,27,17,7,29,19,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
31,"SUPPRF47214",45,85,77,63,14,5,63,14,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
32,"SUPPRF47214",50,84,20,4,0,3,20,16,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
33,"SUPPRF47214",52,79,68,59,-12,6,80,9,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
34,"SUPPRF47214",49,71,94,63,23,8,71,31,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
35,"SUPPRF47214",56,82,62,41,-1,6,63,21,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
36,"SUPPRF47214",33,92,6,-8,-14,5,20,14,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
37,"SUPPRF47214",38,89,34,10,-12,7,46,24,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
38,"SUPPRF47214",43,90,19,14,-1,3,20,5,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
39,"SUPPRF47214",49,83,56,34,-15,3,71,22,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
40,"SUPPRF47214",50,80,96,83,16,5,80,13,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
41,"SUPPRF47214",50,84,49,31,12,6,37,18,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
42,"SUPPRF47214",57,80,35,26,15,2,20,9,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
43,"SUPPRF47214",46,81,29,16,0,8,29,13,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
44,"SUPPRF47214",47,85,28,12,-1,5,29,16,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
45,"SUPPRF47214",44,76,67,48,-13,3,80,19,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
46,"SUPPRF47214",50,75,16,4,-13,3,29,12,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
47,"SUPPRF47214",43,82,54,45,0,2,54,9,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
48,"SUPPRF47214",50,81,70,61,-1,4,71,9,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
1,"SUPPRF23161",51,74,47,1,-16,68,63,46,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
2,"SUPPRF23161",17,81,16,-10,-13,79,29,26,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
3,"SUPPRF23161",20,79,55,11,-16,23,71,44,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
4,"SUPPRF23161",22,80,54,27,0,26,54,27,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
5,"SUPPRF23161",20,75,38,-3,-16,77,54,41,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
6,"SUPPRF23161",20,77,20,5,0,58,20,15,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
7,"SUPPRF23161",28,78,56,34,-15,52,71,22,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
8,"SUPPRF23161",18,67,83,50,12,58,71,33,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
9,"SUPPRF23161",36,74,63,10,0,29,63,53,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
10,"SUPPRF23161",20,79,62,27,-1,32,63,35,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
11,"SUPPRF23161",8,81,37,-26,0,61,37,63,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
12,"SUPPRF23161",22,85,77,30,14,59,63,47,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
13,"SUPPRF23161",17,81,8,-13,-12,21,20,21,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
14,"SUPPRF23161",22,83,78,22,24,38,54,56,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
15,"SUPPRF23161",15,76,15,-18,-14,55,29,33,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
16,"SUPPRF23161",12,88,70,40,-1,40,71,30,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
17,"SUPPRF23161",14,83,75,24,29,25,46,51,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
18,"SUPPRF23161",25,70,38,8,1,87,37,30,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
19,"SUPPRF23161",16,83,67,33,-13,28,80,34,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
20,"SUPPRF23161",27,85,58,6,12,23,46,52,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
21,"SUPPRF23161",11,91,28,9,-1,81,29,19,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
22,"SUPPRF23161",11,91,6,-30,-14,11,20,36,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
23,"SUPPRF23161",12,85,33,1,-13,64,46,32,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
24,"SUPPRF23161",20,91,55,13,1,53,54,42,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
25,"SUPPRF23161",14,93,46,37,17,85,29,9,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
26,"SUPPRF23161",20,85,96,80,16,14,80,16,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
27,"SUPPRF23161",12,90,88,45,25,10,63,43,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
28,"SUPPRF23161",37,91,71,41,0,48,71,30,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
29,"SUPPRF23161",18,84,66,10,12,34,54,56,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
30,"SUPPRF23161",7,92,19,-36,-1,11,20,55,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
31,"SUPPRF23161",6,95,58,39,29,12,29,19,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
32,"SUPPRF23161",9,84,47,28,27,71,20,19,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
33,"SUPPRF23161",26,89,80,58,0,24,80,22,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
34,"SUPPRF23161",20,94,94,38,23,63,71,56,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
35,"SUPPRF23161",16,90,61,11,24,29,37,50,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
36,"SUPPRF23161",15,84,45,-9,-1,64,46,54,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
37,"SUPPRF23161",19,88,100,55,20,22,80,45,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
38,"SUPPRF23161",18,82,81,7,1,58,80,74,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
39,"SUPPRF23161",11,90,68,10,-12,54,80,58,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
40,"SUPPRF23161",14,89,49,22,12,50,37,27,"Pilot 11","Pilot 11: bigger feedback + video + socially anxious"
